"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","FC","FC_round"
"NKG7","NKG7",0.425663501771879,-0.520162491941065,12.5650092873621,5.27916183983744e-35,1.63574029734357e-32,68.6065557792327,1.34319009976498,1.34
"CXCL6","CXCL6",0.424690642931025,-0.554333664550743,8.6346305318867,1.12096284724673e-17,5.16299329418821e-16,29.324278429313,1.34228464584883,1.34
"CD69","CD69",0.423271978090019,-0.541856031767788,11.3860385280171,3.25640866827291e-29,4.89658509310155e-27,55.4549889555827,1.34096536767874,1.34
"VCAN","VCAN",0.419476912218147,0.208435132587573,6.81273318985806,1.23615502670586e-11,2.95319746450174e-10,15.7233385748763,1.33744254119899,1.34
"ARPC1B","ARPC1B",0.415592351670507,0.805876345657921,9.36078247765504,1.91123017462595e-20,1.14282623014914e-18,35.5810701478286,1.33384622444907,1.33
"TM4SF1","TM4SF1",0.414634182994563,1.40487502751216,10.6104647957912,1.12169674740331e-25,1.19472387939571e-23,47.4302981335107,1.33296064203633,1.33
"CD2","CD2",0.412899520867489,-0.198132006330954,8.92853149772056,8.98518613177575e-19,4.57082229837846e-17,31.8001840575894,1.33135888508481,1.33
"CORO1A","CORO1A",0.412878594412081,-0.338281655412299,10.5870597458377,1.42298007507372e-25,1.49999703789988e-23,47.1960240994696,1.33133957371305,1.33
"BIRC3","BIRC3",0.408784582310674,0.0241454434240191,9.88823105617351,1.39530403004293e-22,1.00471716247809e-20,40.4172163794863,1.32756691638303,1.33
"ISG20","ISG20",0.406424241323811,-0.249910387345247,10.3900428185162,1.03497671320929e-24,9.44878293979016e-23,45.2424827806984,1.32539670812511,1.33
"BTN3A2","BTN3A2",0.405364583397326,0.122855063291345,12.0362530827652,2.39975664559396e-32,5.1119816044163e-30,62.5681746398665,1.32442356312621,1.32
"TIMP1","TIMP1",0.403912669258491,1.92523411795142,6.44712309733035,1.40074324593524e-10,2.74905944139881e-09,13.3629153124797,1.32309134671976,1.32
"HOPX","HOPX",0.402980817340998,-0.202995126287262,10.1671057442695,9.39047536765191e-24,7.74335569630974e-22,43.0720018289798,1.32223702402539,1.32
"AIF1","AIF1",0.401807956181125,0.87090412225389,9.26540901428242,4.53324213201519e-20,2.58951959775728e-18,34.7326386956265,1.32116252788939,1.32
"POU2AF1","POU2AF1",0.40167655001452,-0.490355424786418,7.3385486511387,3.03676066491854e-13,9.15955097309501e-12,19.3361863578316,1.32104219684777,1.32
"TGFBI","TGFBI",0.399812290099428,1.16576890409392,7.7055150718126,1.96855203236566e-14,6.57792304932642e-13,22.0088017600413,1.31933623999063,1.32
"VIM","VIM",0.399807275278025,2.65034850140434,7.95901071209555,2.76921615116345e-15,1.0185336383326e-13,23.9270332804635,1.31933165397354,1.32
"CD247","CD247",0.388831606762306,-0.571038539788362,12.5348709613996,7.52780274116916e-35,2.25524056185372e-32,68.2563334265719,1.30933258716514,1.31
"PSMB10","PSMB10",0.385481263853987,0.547125143240795,9.67655019861113,1.03463892173405e-21,6.73833310492402e-20,38.4471271565211,1.30629547719057,1.31
"TFPI2","TFPI2",0.38351596714715,-0.355860478004427,9.01102183632036,4.36436352584152e-19,2.27681719651681e-17,32.5089432924731,1.30451720090226,1.3
