"","Row","d.value","stdev","rawp","q.value","R.fold","logFC","FC_round"
"SLC13A2",8896,4.23620997859313,0.0609763226209912,2.15158924205379e-05,6.96185507683964e-05,1.19607553858701,0.258308506344957,1.2
"CYP3A5",4338,3.66420381627092,0.0703347669874338,0.000270904645476773,0.00066403407141536,1.19558849689953,0.257720921611881,1.2
"GPC5",1546,4.01599331279006,0.0640540310453583,6.7481662591687e-05,0.000196939710011949,1.19519047874692,0.257240560335406,1.2
"ACOT13",131,4.43230873850387,0.0580068187287188,1.07579462102689e-05,3.74927540683619e-05,1.19507745896912,0.25710412954411,1.2
"G6PC",1339,2.6045689340642,0.0982361810790343,0.00990904645476773,0.0149463560049041,1.19404971506958,0.255862905439558,1.19
"PNMA8A",8554,5.5613566713199,0.0458976045342447,0,0,1.1935449901323,0.255252949174124,1.19
"RNASE4",3518,4.89065107086152,0.0519997532745555,1.9559902200489e-06,7.50455445723816e-06,1.19276733107739,0.25431264903674,1.19
"KBTBD11",7467,6.23068502942796,0.0407931667722162,0,0,1.19264888201053,0.254169373510605,1.19
"MAPT",522,5.69541566115207,0.0446151641373431,0,0,1.19259310799494,0.254101904552694,1.19
"HES1",5942,6.56022486541189,0.0387173619580532,0,0,1.19250440931383,0.253994600640373,1.19
"SALL1",2246,4.9870401153891,0.050684872766209,1.9559902200489e-06,7.50455445723816e-06,1.1914905372142,0.252767493728476,1.19
"AHCY",3368,4.80207039723075,0.0522383203191321,1.9559902200489e-06,7.50455445723816e-06,1.18990969778995,0.250852091605561,1.19
"C1orf115",1973,6.20804170167798,0.0402509420936111,0,0,1.18910781383037,0.249879527048963,1.19
"SLC10A2",5877,3.33703758281188,0.0745644392194991,0.000933007334963325,0.00197134520399125,1.18823841515694,0.248824336016761,1.19
"PLEKHA5",9305,4.96370906806142,0.0500237809792304,1.9559902200489e-06,7.50455445723816e-06,1.18780951558316,0.248303495265324,1.19
"PLLP",5446,6.13386415190726,0.040469837722522,0,0,1.18775434703059,0.248236486839682,1.19
"NR3C2",6018,7.35055921771051,0.0337189820986081,0,0,1.18743897703878,0.247853374676739,1.19
"ECHDC2",9346,6.0109699126972,0.0411770230603628,0,0,1.18715955464387,0.24751384671028,1.19
